OBJECTID,County,Acres,Install Type,Urban or Rural,Combined Class,Distance to Substation (Miles) GTET 100 Max Voltage,Percentile (GTET 100 Max Voltage),Substation Name GTET 100 Max Voltage,HIFLD ID (GTET 100 Max Voltage),Distance to Substation (Miles) GTET 200 Max Voltage,Percentile (GTET 200 Max Voltage),Substation Name GTET 200 Max Voltage,HIFLD ID (GTET 200 Max Voltage),Distance to Substation (Miles) CAISO,Percentile (CAISO),Substation CASIO Name,HIFLD ID (CAISO),Solar Technoeconomic Intersection,Shape__Area,Shape__Length
108,Alameda County,11.8320357730287,Rooftop,Urban,Rooftop - Urban,4.32168354643471,50th to 75th,Las Positas,301848,4.32168354643471,25th to 50th,Las Positas,301848,4.15717036333681,25th to 50th,Cayetano,303421,Within,47882.750972271,1191.68867634422
109,Alameda County,1.14659836478619,Rooftop,Urban,Rooftop - Urban,4.35231901741336,50th to 75th,Las Positas,301848,4.35231901741336,25th to 50th,Las Positas,301848,4.11881454486314,25th to 50th,Cayetano,303421,Within,4640.1375207901,274.116807222805
110,Alameda County,1.2079759212541,Parking,Urban,Parking - Urban,2.04509869814383,25th to 50th,San Leandro U,304946,3.38941636886637,25th to 50th,Castro Valley,303892,15.6710643885677,75th to 100th,Martin,301170,Within,4888.51960468292,384.566946298117
111,Alameda County,2.81405299792401,Rooftop,Urban,Rooftop - Urban,1.74546563247315,25th to 50th,San Leandro U,304946,3.82675353789329,25th to 50th,Castro Valley,303892,15.2376960980917,75th to 100th,Martin,301170,Within,11388.1116404533,423.799660436285
112,Alameda County,0.701115322394112,Ground,Urban,Ground - Urban,0.902217725203125,0 to 25th,Las Positas,301848,0.902217725203125,0 to 25th,Las Positas,301848,3.49089911280101,25th to 50th,Cayetano,303421,Within,2837.32437372208,213.902271086364
113,Alameda County,1.17086227461124,Rooftop,Urban,Rooftop - Urban,0.910781993203908,0 to 25th,Las Positas,301848,0.910781993203908,0 to 25th,Las Positas,301848,3.45734537121297,25th to 50th,Cayetano,303421,Within,4738.32980108261,359.441486322888
114,Alameda County,0.394251241229848,Ground,Urban,Ground - Urban,0.961281652596806,0 to 25th,Las Positas,301848,0.961281652596806,0 to 25th,Las Positas,301848,3.42341330136826,25th to 50th,Cayetano,303421,Within,1595.48603248596,181.021854115851
115,Alameda County,0.831380337180015,Rooftop,Urban,Rooftop - Urban,0.523205341112604,0 to 25th,Castro Valley,303892,0.523205341112604,0 to 25th,Castro Valley,303892,16.7040920721788,75th to 100th,Cayetano,303421,Within,3364.48862838745,250.452621870854
116,Alameda County,14.1747252867568,Ground,Urban,Ground - Urban,0.827122218710764,0 to 25th,Lawrence Livermore Laboratory,302026,0.9717338281725,0 to 25th,Las Positas,301848,4.24985921470244,25th to 50th,Cayetano,303421,Within,57363.3306884766,1256.70443398509
117,Alameda County,1.00090178612622,Parking,Urban,Parking - Urban,4.03537108881277,50th to 75th,San Ramon,309611,4.03537108881277,25th to 50th,San Ramon,309611,7.15160001424603,50th to 75th,Cayetano,303421,Within,4050.52715969086,271.906400183518
118,Alameda County,0.656989891251826,Rooftop,Urban,Rooftop - Urban,4.53932345427233,50th to 75th,San Ramon,309611,4.53932345427233,25th to 50th,San Ramon,309611,6.44420948572044,50th to 75th,Cayetano,303421,Within,2658.75438117981,210.106986352017
119,Alameda County,1.87779726893999,Rooftop,Urban,Rooftop - Urban,4.01293088402946,50th to 75th,San Ramon,309611,4.01293088402946,25th to 50th,San Ramon,309611,7.1095891873441,50th to 75th,Cayetano,303421,Within,7599.20665121078,369.087314287998
120,Alameda County,2.94756392604933,Rooftop,Urban,Rooftop - Urban,4.11922271420796,50th to 75th,San Ramon,309611,4.11922271420796,25th to 50th,San Ramon,309611,6.89714029992451,50th to 75th,Cayetano,303421,Within,11928.4129180908,509.840713602584
121,Alameda County,1.53984620664351,Rooftop,Urban,Rooftop - Urban,4.48728036271646,50th to 75th,San Ramon,309611,4.48728036271646,25th to 50th,San Ramon,309611,6.35643057190356,50th to 75th,Cayetano,303421,Within,6231.57359600067,490.581606913019
122,Alameda County,3.03918109581083,Rooftop,Urban,Rooftop - Urban,1.86115254214048,25th to 50th,Las Positas,301848,1.86115254214048,0 to 25th,Las Positas,301848,2.68676961223754,25th to 50th,Cayetano,303421,Within,12299.1690750122,558.780971762542
123,Alameda County,2.18457637897468,Rooftop,Urban,Rooftop - Urban,4.05414772215323,50th to 75th,San Ramon,309611,4.05414772215323,25th to 50th,San Ramon,309611,6.83121970842573,50th to 75th,Cayetano,303421,Within,8840.69318437576,403.078197036643
124,Alameda County,2.06851841940658,Rooftop,Urban,Rooftop - Urban,1.72666705708912,25th to 50th,Las Positas,301848,1.72666705708912,0 to 25th,Las Positas,301848,2.63335623635604,0 to 25th,Cayetano,303421,Within,8371.03840684891,378.549883132024
125,Alameda County,1.6660247219171,Parking,Urban,Parking - Urban,1.61459573779359,25th to 50th,Las Positas,301848,1.61459573779359,0 to 25th,Las Positas,301848,2.63583738269273,0 to 25th,Cayetano,303421,Within,6742.16420793533,542.654631553596
126,Alameda County,3.6134363690715,Parking,Urban,Parking - Urban,5.08636448719049,50th to 75th,San Ramon,309611,5.08636448719049,25th to 50th,San Ramon,309611,5.32694416371849,50th to 75th,Cayetano,303421,Within,14623.1172208786,550.481485073809
127,Alameda County,3.17500764199217,Rooftop,Urban,Rooftop - Urban,5.30170088611448,50th to 75th,San Ramon,309611,5.30170088611448,25th to 50th,San Ramon,309611,5.10633875809489,50th to 75th,Cayetano,303421,Within,12848.8477749825,472.436905390039
128,Alameda County,1.08833873470108,Rooftop,Urban,Rooftop - Urban,0.866781503602318,0 to 25th,Lawrence Livermore,302235,0.866781503602318,0 to 25th,Lawrence Livermore,302235,4.29989320131695,25th to 50th,Cayetano,303421,Within,4404.36814212799,283.245900915227
129,Alameda County,0.917624061693862,Parking,Urban,Parking - Urban,1.12387322659285,0 to 25th,Castro Valley,303892,1.12387322659285,0 to 25th,Castro Valley,303892,16.8344813812967,75th to 100th,Cayetano,303421,Within,3713.50770664215,245.400120951614
130,Alameda County,3.99436642406465,Rooftop,Urban,Rooftop - Urban,4.29745714607284,50th to 75th,Las Positas,301848,4.29745714607284,25th to 50th,Las Positas,301848,3.30527596866394,25th to 50th,Cayetano,303421,Within,16164.6599583626,642.54234700861
131,Alameda County,1.62557495001711,Rooftop,Urban,Rooftop - Urban,4.20734922579142,50th to 75th,Las Positas,301848,4.20734922579142,25th to 50th,Las Positas,301848,3.20691177732551,25th to 50th,Cayetano,303421,Within,6578.49375200272,355.908912176419
132,Alameda County,0.576512969838252,Parking,Urban,Parking - Urban,1.09263316508251,0 to 25th,Castro Valley,303892,1.09263316508251,0 to 25th,Castro Valley,303892,16.7757833234316,75th to 100th,Cayetano,303421,Within,2333.07473278046,373.182500582217
133,Alameda County,0.31339378013637,Parking,Urban,Parking - Urban,1.06321017507091,0 to 25th,Lawrence Livermore,302235,1.06321017507091,0 to 25th,Lawrence Livermore,302235,4.07330142925124,25th to 50th,Cayetano,303421,Within,1268.26429605484,284.270424002359
134,Alameda County,1.13781758784345,Parking,Urban,Parking - Urban,0.854212431350004,0 to 25th,Castro Valley Tap,305127,0.854212431350004,0 to 25th,Castro Valley Tap,305127,15.4469135696778,75th to 100th,Cayetano,303421,Within,4604.60179424286,274.26219991695
135,Alameda County,2.95209036207722,Rooftop,Urban,Rooftop - Urban,1.03557326872975,0 to 25th,Lawrence Livermore,302235,1.03557326872975,0 to 25th,Lawrence Livermore,302235,4.0676772060653,25th to 50th,Cayetano,303421,Within,11946.7379984856,532.388567796114
136,Alameda County,0.727002009943515,Parking,Urban,Parking - Urban,1.17569329257747,0 to 25th,Castro Valley,303892,1.17569329257747,0 to 25th,Castro Valley,303892,16.7502579755781,75th to 100th,Cayetano,303421,Within,2942.08459568024,306.272641097564
137,Alameda County,1.29363636975815,Rooftop,Urban,Rooftop - Urban,2.67215479582458,25th to 50th,San Ramon,309611,2.67215479582458,0 to 25th,San Ramon,309611,8.81003096049116,75th to 100th,Cayetano,303421,Within,5235.17867660522,307.246884591036
138,Alameda County,3.31021993670183,Parking,Urban,Parking - Urban,0.697621826236564,0 to 25th,Domtar 2,307291,5.6540766376266,25th to 50th,Castro Valley,303892,13.4301384098762,75th to 100th,Martin,301170,Within,13396.0386385918,492.276359308191
139,Alameda County,7.35900456926097,Rooftop,Urban,Rooftop - Urban,0.998310901351077,0 to 25th,Las Positas,301848,0.998310901351077,0 to 25th,Las Positas,301848,3.6127121007971,25th to 50th,Cayetano,303421,Within,29780.8168568611,902.666554766609
140,Alameda County,1.00957383469512,Parking,Urban,Parking - Urban,1.28160455698618,0 to 25th,Castro Valley,303892,1.28160455698618,0 to 25th,Castro Valley,303892,16.5230115053197,75th to 100th,Cayetano,303421,Within,4085.61696338654,271.011883469707
141,Alameda County,3.02371892606414,Rooftop,Urban,Rooftop - Urban,0.272300687592821,0 to 25th,Domtar 2,307291,6.16965517692119,50th to 75th,Castro Valley,303892,12.951896826073,75th to 100th,Martin,301170,Within,12236.6102347374,463.249026098128
142,Alameda County,2.35710783147205,Parking,Urban,Parking - Urban,3.54049618746697,50th to 75th,Las Positas,301848,3.54049618746697,25th to 50th,Las Positas,301848,2.37913266113316,0 to 25th,Cayetano,303421,Within,9538.91113996506,442.455747638538
143,Alameda County,2.26842969422408,Rooftop,Urban,Rooftop - Urban,0.814835831404159,0 to 25th,Domtar #2 Tap,305336,7.2494300160619,50th to 75th,Eastshore,301389,11.7752314474202,75th to 100th,Martin,301170,Outside,9180.02363681793,461.335220008425
144,Alameda County,2.86801910411703,Rooftop,Urban,Rooftop - Urban,1.42064657471951,25th to 50th,Lawrence Livermore,302235,1.42064657471951,0 to 25th,Lawrence Livermore,302235,3.79440871193632,25th to 50th,Cayetano,303421,Within,11606.5090017319,501.464811390795
145,Alameda County,5.16214047158618,Ground,Urban,Ground - Urban,3.4245017980929,50th to 75th,Las Positas,301848,3.4245017980929,25th to 50th,Las Positas,301848,2.18906170143023,0 to 25th,Cayetano,303421,Within,20890.5453248024,620.973047455635
146,Alameda County,0.784248661515534,Parking,Urban,Parking - Urban,1.46949270842516,25th to 50th,Las Positas,301848,1.46949270842516,0 to 25th,Las Positas,301848,3.77226561396273,25th to 50th,Cayetano,303421,Within,3173.75418233871,248.55458436002
147,Alameda County,1.25711077543656,Rooftop,Urban,Rooftop - Urban,0.591305305345447,0 to 25th,Domtar #2 Tap,305336,7.15544507069216,50th to 75th,Castro Valley,303892,12.0316974592395,75th to 100th,Martin,301170,Outside,5087.36776161194,286.875258423576
148,Alameda County,5.33224625168051,Rooftop,Urban,Rooftop - Urban,0.107969650833235,0 to 25th,San Leandro U,304946,5.02911499911807,25th to 50th,Castro Valley,303892,14.1431163932554,75th to 100th,Martin,301170,Within,21578.8926081657,586.660841925549
149,Alameda County,4.62174198147842,Rooftop,Urban,Rooftop - Urban,3.30264293442649,50th to 75th,San Ramon,309611,3.30264293442649,25th to 50th,San Ramon,309611,6.68188270428747,50th to 75th,Cayetano,303421,Within,18703.6024580002,564.57320348092
150,Alameda County,2.62678798366107,Parking,Urban,Parking - Urban,3.63481631584439,50th to 75th,Las Positas,301848,3.63481631584439,25th to 50th,Las Positas,301848,2.28258352736068,0 to 25th,Cayetano,303421,Within,10630.2679448128,418.422437741318
151,Alameda County,0.933819471886204,Parking,Urban,Parking - Urban,0.51109480883753,0 to 25th,Domtar #2 Tap,305336,6.16144748980892,50th to 75th,Castro Valley,303892,13.0830399387184,75th to 100th,Martin,301170,Within,3779.04914665222,318.293223821209
152,Alameda County,2.10965298690387,Ground,Urban,Ground - Urban,1.0107656809702,0 to 25th,Domtar #2 Tap,305336,7.56757236934577,50th to 75th,Castro Valley,303892,11.6719013979468,75th to 100th,Martin,301170,Outside,8537.49721097946,381.234440270618
153,Alameda County,4.76297194281012,Rooftop,Urban,Rooftop - Urban,1.63843821935666,25th to 50th,San Leandro U,304946,3.47537343079578,25th to 50th,Castro Valley,303892,15.9350677635274,75th to 100th,Martin,301170,Within,19275.1452889442,770.38548285108
154,Alameda County,0.971918346066837,Parking,Urban,Parking - Urban,0.619462940349849,0 to 25th,San Leandro U,304946,4.7063975726565,25th to 50th,Castro Valley,303892,14.7268034539428,75th to 100th,Martin,301170,Within,3933.21231460571,363.924911592618
155,Alameda County,1.20859913296781,Rooftop,Urban,Rooftop - Urban,0.570216558191692,0 to 25th,San Leandro U,304946,4.80001828772224,25th to 50th,Castro Valley,303892,14.6159029660192,75th to 100th,Martin,301170,Within,4891.05176496506,478.811050042993
156,Alameda County,13.2942839374664,Rooftop,Urban,Rooftop - Urban,3.05025787096012,50th to 75th,San Ramon,309611,3.05025787096012,0 to 25th,San Ramon,309611,6.33705759483885,50th to 75th,Cayetano,303421,Within,53800.2645263672,4076.52554658619
157,Alameda County,0.80811067382438,Parking,Urban,Parking - Urban,0.650644173022011,0 to 25th,San Leandro U,304946,4.80688049071497,25th to 50th,Castro Valley,303892,14.6594719505542,75th to 100th,Martin,301170,Within,3270.33393526077,304.123363047648
158,Alameda County,1.49411880008003,Rooftop,Urban,Rooftop - Urban,2.57727265081279,25th to 50th,Edes,303133,8.37899006811047,50th to 75th,Trans Bay Cable Facility,309801,9.50242560504364,75th to 100th,Martin,301170,Outside,6046.50855922699,314.221548411556
159,Alameda County,1.97489764519703,Parking,Urban,Parking - Urban,2.63058885844331,25th to 50th,Edes,303133,8.30442151812242,50th to 75th,Trans Bay Cable Facility,309801,9.42938944517285,75th to 100th,Martin,301170,Outside,7992.16515874863,353.006225063044
160,Alameda County,1.64752615377801,Rooftop,Urban,Rooftop - Urban,1.2040712196028,0 to 25th,San Leandro U,304946,5.9985457883986,25th to 50th,Castro Valley,303892,13.5225277335911,75th to 100th,Martin,301170,Within,6667.32838869095,357.52496498406
161,Alameda County,8.42858082344742,Ground,Urban,Ground - Urban,1.9217851156729,25th to 50th,San Ramon,309611,1.9217851156729,0 to 25th,San Ramon,309611,7.49784314947719,50th to 75th,Cayetano,303421,Outside,34109.3912434578,762.935104845543
162,Alameda County,0.492084356413509,Rooftop,Urban,Rooftop - Urban,2.76746213471254,50th to 75th,Jenney,310025,7.5326588622727,50th to 75th,Trans Bay Cable Facility,309801,8.8864654138265,75th to 100th,Martin,301170,Outside,1991.40271282196,194.177373318917
163,Alameda County,0.245547225750352,Rooftop,Urban,Rooftop - Urban,2.73614135617409,25th to 50th,Jenney,310025,7.51993758221758,50th to 75th,Trans Bay Cable Facility,309801,8.89807401472581,75th to 100th,Martin,301170,Outside,993.698615550995,132.552630858068
164,Alameda County,0.501188171790209,Rooftop,Urban,Rooftop - Urban,2.73814380345266,25th to 50th,Jenney,310025,7.46721072174486,50th to 75th,Trans Bay Cable Facility,309801,8.84721117488799,75th to 100th,Martin,301170,Outside,2028.24627971649,194.908955645189
165,Alameda County,0.506361837409808,Rooftop,Urban,Rooftop - Urban,2.70599970652737,25th to 50th,Jenney,310025,7.43553594121647,50th to 75th,Trans Bay Cable Facility,309801,8.83186525144416,75th to 100th,Martin,301170,Outside,2049.18263483047,195.086852083331
166,Alameda County,2.60751656905925,Parking,Urban,Parking - Urban,2.67271678674986,25th to 50th,Jenney,310025,7.43216342989027,50th to 75th,Trans Bay Cable Facility,309801,8.84638011824587,75th to 100th,Martin,301170,Outside,10552.2931275368,933.437060556987
167,Alameda County,3.61892034682895,Rooftop,Urban,Rooftop - Urban,1.54647170936543,25th to 50th,Edes,303133,6.48140659432717,50th to 75th,Castro Valley,303892,13.5834080443337,75th to 100th,Martin,301170,Within,14645.3207330704,733.487304023542
168,Alameda County,0.470166059619251,Rooftop,Urban,Rooftop - Urban,2.08186477720317,25th to 50th,Edes Tap 1,307866,6.08260062518671,25th to 50th,Moraga,301876,14.0293965097846,75th to 100th,Martin,301170,Within,1902.70232582092,227.273292956877
169,Alameda County,0.544952292497405,Parking,Urban,Parking - Urban,2.02134911731665,25th to 50th,Edes Tap 1,307866,6.07898038916495,25th to 50th,Moraga,301876,13.9533919581154,75th to 100th,Martin,301170,Within,2205.35313749313,220.619341770943
170,Alameda County,0.42158588113924,Rooftop,Urban,Rooftop - Urban,2.10644279595525,25th to 50th,Edes Tap 1,307866,6.01556786236184,25th to 50th,Moraga,301876,14.0278728938147,75th to 100th,Martin,301170,Within,1706.10477352142,201.274894712782
171,Alameda County,1.30056446024541,Parking,Urban,Parking - Urban,3.05250506381862,50th to 75th,Palo Seco,309164,4.14955649516148,25th to 50th,Moraga,301876,14.4854696555537,75th to 100th,Martin,301170,Within,5263.2209687233,294.275536224296
172,Alameda County,5.09910278367812,Ground,Urban,Ground - Urban,3.09567896265024,50th to 75th,Palo Seco,309164,3.88740974066617,25th to 50th,Moraga,301876,14.7983018368781,75th to 100th,Martin,301170,Within,20635.3977146149,645.830476321044
173,Alameda County,2.69669878889712,Rooftop,Urban,Rooftop - Urban,1.08946934748448,0 to 25th,Oakland C,304493,5.16737766787445,25th to 50th,Embarcadero,305027,9.13992697595768,75th to 100th,Martin,301170,Within,10913.1959016323,422.162334273384
174,Alameda County,3.17567927454883,Rooftop,Urban,Rooftop - Urban,1.01398721396007,0 to 25th,Oakland L,309845,6.06310630286557,25th to 50th,Embarcadero,305027,10.2280425799426,75th to 100th,Martin,301170,Within,12851.5550618172,468.965677185446
175,Alameda County,2.76277510931905,Rooftop,Urban,Rooftop - Urban,1.25868168317192,0 to 25th,Oakland L,309845,6.09841609055142,25th to 50th,Embarcadero,305027,10.4321820716987,75th to 100th,Martin,301170,Within,11180.6081299782,440.836012809419
176,Alameda County,2.20358116051454,Rooftop,Urban,Rooftop - Urban,1.09888361932523,0 to 25th,Oakland D,309780,6.58786849154122,50th to 75th,Sobrante,307001,11.0789156625896,75th to 100th,Martin,301170,Within,8917.60393977165,431.485145100471
177,Alameda County,1.46311285930807,Rooftop,Urban,Rooftop - Urban,1.02880916302249,0 to 25th,Oakland D,309780,6.52281123262766,50th to 75th,Sobrante,307001,11.1692935027186,75th to 100th,Martin,301170,Within,5921.03237986565,308.345148220142
178,Alameda County,5.03826994536872,Rooftop,Urban,Rooftop - Urban,1.66142329692919,25th to 50th,Oakland D,309780,6.07162520919048,25th to 50th,Sobrante,307001,11.7069689892869,75th to 100th,Martin,301170,Within,20389.2511031628,619.867161122008
179,Alameda County,1.05404565620016,Parking,Urban,Parking - Urban,2.24070489898247,25th to 50th,Oakland D,309780,5.65709555179255,25th to 50th,Sobrante,307001,12.4362703288606,75th to 100th,Martin,301170,Within,4265.5883128643,265.938009114916
